Intel Pentium G860,32.0,65.0,131.0
Intel Xeon 3.0,90.0,135.0,135.0
AMD Athlon 64 3700+,130.0,89.0,193.0
AMD E2-3000,32.0,15.0,246.0
AMD Athlon 64 3100+,65.0,25.0,77.0
Intel Celeron 787,32.0,17.0,131.0
AMD Athlon XP 2600+,130.0,68.0,101.0
Intel Xeon E3-1270 v2,22.0,69.0,160.0
AMD Athlon XP 1700+,130.0,50.0,80.0
AMD Ryzen 9 3900X,7.0,105.0,74.0
AMD Opteron 150,130.0,89.0,193.0
Intel Pentium 4 HT 571,90.0,115.0,109.0
Intel Core 2 Quad Q9450,45.0,95.0,107.0
Intel Xeon E3-1245 v2,22.0,77.0,160.0
AMD FX-9370,32.0,220.0,315.0
Intel Pentium 4 HT 560,90.0,115.0,109.0
AMD Athlon 64 3400+,90.0,67.0,83.0
Intel Xeon 3.2,90.0,135.0,135.0
Intel Pentium 4 HT 651,65.0,86.0,81.0
AMD E-350,40.0,18.0,75.0
Intel Atom E680T,45.0,4.0,26.0
AMD Athlon II X2 250u,45.0,25.0,117.0
Intel Pentium 4 505J,90.0,84.0,109.0
Intel Pentium 4 511,90.0,84.0,109.0
AMD Ryzen Threadripper 1940X,14.0,180.0,213.0
Intel Xeon E3-1240,32.0,80.0,216.0
Intel Pentium M 1.40,130.0,24.0,100.0
Intel Xeon E5630,32.0,80.0,239.0
Intel Core i5-2557M,32.0,17.0,149.0
Intel Core i5-4200Y,22.0,12.0,118.0
Intel Celeron G550T,32.0,35.0,131.0
AMD A4-6300,32.0,65.0,246.0
AMD A10-9700,28.0,65.0,246.0
AMD Turion 64 MT-32,90.0,25.0,125.0
AMD Athlon 64 3800+,65.0,45.0,77.0
Intel Celeron G1630,22.0,55.0,94.0
Intel Core i7-2675QM,32.0,45.0,216.0
AMD Opteron 140,130.0,82.0,193.0
AMD EPYC 7552,7.0,200.0,74.0
Intel Pentium 4 HT 520,90.0,84.0,109.0
AMD Athlon 64 3500+,90.0,67.0,84.0
AMD Mobile Athlon 64 3000+,130.0,62.0,193.0
Intel Core 2 Duo U7500,65.0,10.0,111.0
AMD Phenom X4 9850 (95W),65.0,95.0,285.0
Intel Pentium 4-M 1.70,130.0,30.0,131.0
AMD Sempron 3200+ EE SFF,90.0,35.0,103.0
Intel Core i3-2357M,32.0,17.0,149.0
AMD Athlon II X2 270,45.0,65.0,117.0
Intel Atom D525,45.0,13.0,66.0
AMD EPYC 7702P,7.0,200.0,74.0
Intel Pentium G3220T,22.0,35.0,177.0
Intel Core i7-4930K,22.0,130.0,257.0
AMD Athlon XP-M 2200+,130.0,45.0,101.0
AMD Opteron 146,130.0,89.0,193.0
Intel Xeon E5507,45.0,80.0,263.0
AMD Turion 64 ML-42,90.0,35.0,125.0
AMD Ryzen 3 1300,14.0,65.0,192.0
Intel Celeron G1840,22.0,54.0,177.0
Intel Core i7-4860HQ,22.0,47.0,264.0
Intel Core i7-8750H,14.0,45.0,149.0
AMD Athlon 64 FX-72,90.0,125.0,235.0
Intel Atom Z670,45.0,3.0,65.0
Intel Core i3-2312M,32.0,35.0,149.0
AMD Athlon 64 X2 4600+,90.0,110.0,156.0
Intel Core i3-560,32.0,73.0,81.0
AMD E2-3000M,32.0,35.0,228.0
AMD FX-8370E,32.0,95.0,315.0
AMD Athlon XP 2000+,130.0,60.0,80.0
Intel Celeron E1200,65.0,65.0,77.0
Intel Core i3-2100,32.0,65.0,131.0
AMD Sempron 2400+,130.0,62.0,80.0
Intel Celeron B730,32.0,35.0,131.0
AMD C-60,40.0,9.0,75.0
Intel Celeron 2955U,22.0,15.0,118.0
Intel Xeon L5618,32.0,40.0,239.0
AMD Athlon 64 3200+,90.0,62.0,183.0
AMD Ryzen Threadripper 2990WX,12.0,250.0,213.0
AMD A9-9420 SoC,28.0,15.0,124.0
AMD Mobile Athlon 64 3700+,130.0,82.0,193.0
Intel Pentium 4 HT 521,90.0,84.0,109.0
AMD Phenom II X4 900e,45.0,65.0,258.0
AMD A10-7870K,28.0,95.0,246.0
Intel Xeon E5-1650 v2,22.0,130.0,160.0
AMD Phenom II X4 965 BE (140W),45.0,140.0,258.0
AMD Ryzen Threadripper 1950,14.0,180.0,213.0
AMD Athlon II X4 605e,45.0,45.0,169.0
AMD Ryzen 7 3780U,12.0,15.0,210.0
AMD Athlon 1400,180.0,72.0,120.0
AMD Phenom II X4 965 BE (125W),45.0,125.0,258.0
Intel Pentium 4 HT 662,90.0,84.0,109.0
AMD Sempron X2 2200,65.0,65.0,118.0
AMD Opteron 246 HE,130.0,55.0,193.0
AMD Ryzen 7 4800U,7.0,25.0,156.0
AMD Phenom II X2 570 BE,45.0,80.0,258.0
Intel Atom E620,45.0,3.0,26.0
AMD Opteron 842,130.0,82.0,193.0
AMD A8-5545M,32.0,25.0,246.0
Intel Core i7-8700T,14.0,35.0,154.0
AMD Athlon 64 2800+,130.0,89.0,193.0
AMD Athlon 64 3500+,90.0,67.0,83.0
AMD Athlon 64 X2 5400+,90.0,89.0,220.0
AMD A6-3500,32.0,65.0,228.0
AMD A4-5000,32.0,15.0,246.0
AMD Phenom II X4 805,45.0,95.0,258.0
Intel Core i3-380M,32.0,35.0,81.0
AMD Athlon PRO 200GE,14.0,35.0,192.0
AMD Opteron 6378,32.0,115.0,315.0
AMD Phenom II X4 975 BE,45.0,125.0,258.0
Intel Core i7-8650U,14.0,15.0,123.0
AMD Opteron 140 EE,130.0,30.0,193.0
Intel Atom Z540,45.0,2.0,26.0
Intel Xeon E3-1290,32.0,95.0,216.0
AMD EPYC 7502P,7.0,180.0,74.0
Intel Xeon E5520,45.0,80.0,263.0
Intel Pentium 4 519K,90.0,84.0,109.0
Intel Core 2 Solo ULV U2100,65.0,5.0,143.0
AMD Opteron 148,130.0,89.0,193.0
AMD Athlon II X2 245,45.0,65.0,117.0
AMD Phenom II X4 840,45.0,95.0,169.0
Intel Xeon 7110N,65.0,95.0,435.0
Intel Core i5-2430M,32.0,35.0,149.0
AMD Opteron 6262 HE,32.0,85.0,316.0
AMD Ryzen 9 3900XT,7.0,105.0,74.0
Intel Core i7-3520M,22.0,35.0,118.0
AMD A8-9600,28.0,65.0,246.0
Intel Xeon E7-8880 v3,22.0,150.0,160.0
AMD Ryzen 5 3500X,7.0,65.0,74.0
AMD EPYC 7281,14.0,170.0,213.0
Intel Pentium 4 HT 516,90.0,84.0,109.0
AMD Opteron 144,130.0,82.0,193.0
AMD Phenom X4 9150e,65.0,65.0,285.0
Intel Xeon E5-2450 v2,22.0,95.0,160.0
Intel Pentium III 1133,180.0,29.0,80.0
AMD Athlon 64 3800+ (F3),90.0,59.0,1.0
AMD EPYC 7F72,7.0,240.0,74.0
AMD Athlon X4 950,28.0,65.0,246.0
AMD Ryzen 7 PRO 1700,14.0,65.0,192.0
AMD A4-5145M,32.0,17.0,246.0
Intel Pentium E6600,45.0,65.0,82.0
AMD Athlon 64 LE-1620,90.0,45.0,3.0
AMD FX-4120,32.0,95.0,315.0
Intel Celeron 2950M,22.0,37.0,118.0
AMD Athlon XP 1800+,130.0,51.0,80.0
Intel Core i7-4980HQ,22.0,47.0,264.0
Intel Core 2 Quad Q8300,45.0,95.0,82.0
Intel Pentium E6500K,45.0,65.0,82.0
Intel Mobile Pentium 4 HT 532,90.0,88.0,112.0
Intel Core 2 Duo E8300,45.0,65.0,107.0
AMD Athlon XP 2600+,130.0,68.0,80.0
Intel Core i9-9900KF,14.0,95.0,180.0
AMD Phenom II X4 B97,45.0,95.0,258.0
AMD Athlon XP 2800+,130.0,68.0,101.0
AMD Athlon 64 3400+,130.0,89.0,193.0
AMD Phenom II X4 850,45.0,95.0,169.0
AMD Opteron 248,130.0,89.0,193.0
AMD A10-7850K,28.0,95.0,246.0
AMD EPYC 7452,7.0,155.0,74.0
Intel Core i7-950,45.0,130.0,263.0
Intel Core i3-370M,32.0,35.0,81.0
Intel Celeron D 335,90.0,84.0,109.0
Intel Core i3-3220T,22.0,35.0,94.0
AMD Phenom II X2 555 BE,45.0,80.0,258.0
Intel Pentium M 740,90.0,27.0,84.0
AMD Athlon X2 7550,65.0,95.0,285.0
Intel Core i5-8300H,14.0,45.0,126.0
Intel Core i9-8950HK,14.0,95.0,149.0
Intel Xeon E7-8880L v3,22.0,115.0,160.0
Intel Xeon E3-1285 v4,14.0,95.0,160.0
AMD A4-3400,32.0,65.0,228.0
AMD Ryzen 9 3950X,7.0,105.0,74.0
AMD FX-4170,32.0,125.0,315.0
AMD Mobile Athlon 64 2800+,130.0,62.0,193.0
AMD Ryzen 5 2600,12.0,65.0,192.0
Intel Xeon E5-2692 v2,22.0,100.0,160.0
Intel Core i7-3930K,32.0,130.0,435.0
Intel Celeron 2.0,130.0,73.0,146.0
Intel Core 2 Quad Q9300,45.0,95.0,82.0
Intel Pentium G6950,32.0,73.0,81.0
Intel Mobile Pentium 4 HT 2.66,130.0,66.0,131.0
Intel Core i7-3630QM,22.0,45.0,160.0
Intel Core i7-2700K,32.0,95.0,216.0
AMD Opteron 850,130.0,89.0,193.0
AMD Ryzen 5 4600HS,7.0,35.0,156.0
Intel Pentium D 965 EE,65.0,130.0,140.0
AMD Athlon 64 3000+,90.0,51.0,84.0
Intel Core 2 Duo T7600,65.0,35.0,143.0
Intel Core i3-4102E,22.0,25.0,118.0
AMD Phenom X3 8450e,65.0,65.0,285.0
Intel Pentium G860T,32.0,35.0,131.0
AMD Ryzen 7 2700U,14.0,15.0,246.0
Intel Pentium 4 HT 3.4E,90.0,115.0,109.0
AMD Phenom II X4 810,45.0,95.0,258.0
Intel Core i3-6300,14.0,51.0,150.0
Intel Xeon E7-8867 v3,22.0,165.0,160.0
Intel Pentium E5800,45.0,65.0,82.0
Intel Xeon W3530,45.0,130.0,263.0
AMD Opteron 846 HE,130.0,55.0,193.0
AMD Phenom X3 8750 BE,65.0,95.0,285.0
AMD A6-3620,32.0,65.0,228.0
AMD A6-5345M,32.0,17.0,246.0
AMD A10-7700K,28.0,95.0,246.0
AMD E-450,40.0,18.0,75.0
AMD Athlon 64 X2 3600+ EE,90.0,65.0,220.0
AMD Ryzen 5 3500U,12.0,15.0,210.0
Intel Pentium 4 1.6,180.0,61.0,217.0
Intel Pentium G3250T,22.0,35.0,177.0
Intel Core i3-4340,22.0,54.0,177.0
Intel Pentium 4 HT 3.0E,90.0,115.0,109.0
Intel Core i3-2125,32.0,65.0,131.0
Intel Pentium M 1.60,130.0,24.0,100.0
Intel Pentium 4 HT 541,90.0,84.0,109.0
AMD Mobile Athlon 64 3200+,130.0,62.0,193.0
Intel Pentium D 925,65.0,95.0,140.0
AMD Athlon II X4 600e,45.0,45.0,169.0
Intel Core i7-4650U,22.0,15.0,118.0
Intel Core i5-3360M,22.0,35.0,118.0
AMD Athlon 64 LE-1640,65.0,45.0,77.0
AMD Sempron 2400+,130.0,62.0,80.0
AMD Turion 64 ML-37,90.0,35.0,125.0
Intel Pentium III 1133S,130.0,29.0,80.0
Intel Core 2 Duo T7250,65.0,35.0,111.0
Intel Core i3-4005U,22.0,15.0,118.0
Intel Pentium 4 1.4,180.0,55.0,217.0
Intel Atom N270,45.0,3.0,26.0
AMD A8-5550M,32.0,35.0,246.0
Intel Core i5-8265U,14.0,28.0,123.0
AMD Athlon 64 X2 4000+ EE,90.0,65.0,220.0
AMD A6-9220C SoC,28.0,6.0,124.0
Intel Pentium M 1.50,130.0,24.0,100.0
Intel Xeon Phi 7120P,22.0,300.0,350.0
AMD Sempron 2800+,130.0,25.0,144.0
Intel Pentium Dual-Core T4200,45.0,35.0,107.0
Intel Core 2 Duo E6300,65.0,65.0,143.0
AMD Athlon 64 X2 4000+,65.0,65.0,126.0
Intel Core i7-8559U,14.0,28.0,123.0
AMD Athlon XP-M 2600+,130.0,45.0,101.0
Intel Pentium D 935,65.0,95.0,140.0
AMD Athlon XP 2100+,180.0,72.0,150.0
Intel Pentium G645T,32.0,35.0,131.0
Intel Core Duo T2050,65.0,31.0,90.0
AMD Athlon 64 3200+,130.0,89.0,193.0
Intel Pentium G3220,22.0,54.0,177.0
Intel Pentium 4 HT 516,90.0,84.0,109.0
Intel Xeon W3540,45.0,130.0,263.0
Intel Core 2 Duo E6400,65.0,65.0,143.0
Intel Pentium Dual-Core T4400,45.0,35.0,107.0
AMD A6-3430MX,32.0,45.0,228.0
AMD Athlon XP 2000+,180.0,70.0,150.0
Intel Core i7-965,45.0,130.0,263.0
Intel Core i5-6500,14.0,65.0,177.0
Intel Core M-5Y31,14.0,5.0,50.0
Intel Xeon X5647,32.0,130.0,239.0
Intel Core i7-2960XM,32.0,55.0,216.0
Intel Core 2 Duo E8500,45.0,65.0,107.0
AMD Sempron X2 2100,65.0,65.0,118.0
AMD FX-4350,32.0,125.0,315.0
Intel Core i5-3210M,22.0,35.0,118.0
AMD Ryzen 5 3600XT,7.0,95.0,74.0
Intel Pentium Dual-Core E2140,65.0,65.0,77.0
AMD EPYC 7261,14.0,170.0,213.0
AMD Athlon XP-M 2500+,130.0,45.0,101.0
AMD A6-5200,32.0,25.0,246.0
AMD A6-3670K,32.0,100.0,228.0
AMD A9-9425 SoC,28.0,15.0,124.0
Intel Core i7-4770HQ,22.0,47.0,264.0
Intel Atom CE4130,45.0,7.0,26.0
AMD Athlon 850,180.0,47.0,120.0
AMD A12-9800,28.0,65.0,246.0
AMD Ryzen 3 2300U,14.0,15.0,246.0
AMD FX-4150,32.0,95.0,315.0
AMD A4-4355M,32.0,17.0,246.0
Intel Core i5-3320M,22.0,35.0,118.0
Intel Core i7-940,45.0,130.0,263.0
AMD A4-5300,32.0,65.0,246.0
AMD A9-9400 SoC,28.0,10.0,124.0
AMD Sempron 3000+,130.0,62.0,101.0
Intel Core i7-3667U,22.0,17.0,118.0
Intel Pentium Dual-Core E2210,45.0,65.0,82.0
Intel Core 2 Duo T7100,65.0,35.0,111.0
AMD Opteron 6348,32.0,115.0,315.0
Intel Xeon MP 7020 Dual-Core,90.0,135.0,213.0
Intel Core i3-3240,22.0,55.0,94.0
AMD Sempron 3200+,90.0,62.0,84.0
Intel Atom N550,45.0,9.0,87.0
AMD A10-4600M,32.0,35.0,246.0
Intel Core i5-2435M,32.0,35.0,149.0
Intel Xeon E5-2667 v2,22.0,130.0,160.0
Intel Core 2 Quad Q8400S,45.0,65.0,82.0
Intel Pentium D 915,65.0,95.0,140.0
Intel Core 2 Duo T5500,65.0,35.0,143.0
AMD Phenom X4 9750B,65.0,95.0,285.0
AMD Phenom II X4 B95,45.0,95.0,258.0
AMD E-300,40.0,18.0,75.0
Intel Xeon E3-1220 v2,22.0,69.0,160.0
Intel Pentium 4 HT 517,90.0,84.0,109.0
Intel Xeon E5-2697 v2,22.0,130.0,160.0
Intel Xeon 7120N,65.0,95.0,435.0
Intel Core Duo LV L2300,65.0,15.0,90.0
Intel Core i5-750,45.0,95.0,296.0
Intel Pentium G3450T,22.0,35.0,177.0
AMD Athlon XP 1600+,130.0,49.0,80.0
AMD Ryzen 3 PRO 3300U,12.0,15.0,210.0
AMD Athlon 64 3400+,130.0,89.0,144.0
Intel Xeon Phi 7110X,22.0,300.0,350.0
Intel Atom D410,45.0,10.0,66.0
Intel Xeon L5520,45.0,60.0,263.0
AMD Athlon 64 X2 4200+,90.0,89.0,156.0
Intel Pentium 4 HT EE 3.46,130.0,110.0,237.0
Intel Core 2 Duo T7500,65.0,35.0,143.0
Intel Core i7-970,32.0,130.0,239.0
Intel Celeron B840,32.0,35.0,131.0
Intel Core i7-8850H,14.0,45.0,149.0
AMD Athlon II X3 405e,45.0,45.0,169.0
AMD Ryzen 3 3300X,7.0,65.0,74.0
Intel Core i3-2120T,32.0,35.0,131.0
AMD Athlon II X2 245e,45.0,45.0,117.0
Intel Pentium 4 519K,90.0,84.0,109.0
Intel Core 2 Duo E4400,65.0,65.0,111.0
AMD Athlon 1400,180.0,72.0,120.0
Intel Xeon E5-2637 v2,22.0,130.0,160.0
Intel Xeon E7-4850 v3,22.0,115.0,160.0
Intel Pentium G3420,22.0,54.0,177.0
Intel Core i5-4590,22.0,84.0,177.0
AMD Athlon 64 3400+,130.0,89.0,193.0
Intel Xeon E5-2630 v2,22.0,80.0,160.0
Intel Core 2 Duo E8190,45.0,65.0,104.0
Intel Pentium G640T,32.0,35.0,131.0
Intel Core 2 Solo ULV SU3500,45.0,5.0,107.0
AMD Athlon 220GE,14.0,35.0,192.0
AMD Sempron 2600+,130.0,25.0,144.0
AMD Athlon II X3 425,45.0,95.0,169.0
AMD Athlon 64 4000+ (F3),90.0,59.0,1.0
Intel Xeon 3.4,90.0,135.0,135.0
AMD Athlon II X3 445,45.0,95.0,169.0
AMD Ryzen 3 3200G,12.0,65.0,210.0
AMD A8-7680,28.0,45.0,246.0
AMD Ryzen Threadripper 1900,14.0,125.0,213.0
AMD Ryzen 7 2800H,14.0,15.0,246.0
AMD Athlon 64 X2 3800+ EE SFF,90.0,35.0,220.0
AMD Ryzen 5 2500U,14.0,15.0,246.0
Intel Xeon E5-4607,32.0,95.0,435.0
Intel Core 2 Duo T7800,65.0,35.0,143.0
AMD Opteron 844,130.0,85.0,193.0
Intel Pentium M 1.70,130.0,24.0,100.0
Intel Xeon E7-8870 v3,22.0,140.0,160.0
AMD Athlon II X3 400e,45.0,45.0,169.0
Intel Pentium E5300,45.0,65.0,82.0
AMD Opteron 840,130.0,82.0,193.0
AMD Sempron 145,45.0,45.0,117.0
Intel Pentium M 730,90.0,27.0,84.0
Intel Atom E665CT,45.0,7.0,26.0
Intel Celeron 2.0,130.0,73.0,146.0
Intel Xeon 3.06,130.0,97.0,237.0
AMD Opteron 142,130.0,82.0,193.0
Intel Xeon X5650,32.0,95.0,239.0
AMD A4-3300,32.0,65.0,228.0
AMD FX-8150,32.0,125.0,315.0
Intel Xeon E7-8850,32.0,130.0,513.0
AMD Athlon 64 X2 3800+ EE,90.0,65.0,220.0
Intel Xeon L5630,32.0,40.0,239.0
Intel Core Solo ULV U1500,65.0,5.0,90.0
Intel Pentium 4 511,90.0,84.0,109.0
Intel Celeron 440,65.0,35.0,77.0
Intel Atom Z650,45.0,3.0,65.0
AMD A10-6800K,32.0,100.0,246.0
AMD A10-6790K,32.0,100.0,246.0
Intel Celeron D 340,90.0,84.0,109.0
Intel Pentium M 755,90.0,21.0,84.0
AMD Mobile Athlon 64 2700+,130.0,82.0,193.0
AMD Athlon X4 970,28.0,65.0,246.0
AMD Sempron 2200+,130.0,62.0,101.0
Intel Core i3-4100E,22.0,37.0,118.0
Intel Core m3-8114Y,10.0,28.0,123.0
AMD A8-5500B,32.0,65.0,246.0
AMD Mobile Athlon 64 2800+,130.0,35.0,193.0
Intel Xeon X5570,45.0,95.0,263.0
Intel Core i7-960,45.0,130.0,263.0
AMD Athlon 64 FX-57,90.0,104.0,115.0
AMD A4-5150M,32.0,35.0,246.0
Intel Core i7-8700K,14.0,95.0,154.0
Intel Core 2 Duo E7300,45.0,65.0,107.0
AMD Athlon X2 6500 BE,65.0,95.0,285.0
AMD A6-9550,28.0,65.0,246.0
AMD Athlon XP 1700+,130.0,50.0,80.0
AMD Sempron 3500+ EE SFF,90.0,35.0,103.0
Intel Pentium G630,32.0,65.0,131.0
AMD Ryzen 5 2600H,14.0,15.0,246.0
Intel Core i5-8250U,14.0,15.0,123.0
Intel Pentium E6500,45.0,65.0,82.0
Intel Core i5-3335S,22.0,65.0,160.0
Intel Pentium G2120,22.0,55.0,94.0
Intel Pentium 4 HT 640,90.0,84.0,109.0
AMD Athlon 220GE,14.0,35.0,192.0
AMD Phenom II X4 970 BE,45.0,125.0,258.0
Intel Xeon E5506,45.0,80.0,263.0
Intel Core i3-6100,14.0,51.0,150.0
AMD Ryzen Threadripper PRO 3995WX,7.0,280.0,74.0
Intel Pentium 4 HT 517,90.0,84.0,109.0
AMD Athlon II X2 270u,45.0,25.0,117.0
AMD Athlon 64 3000+,90.0,67.0,84.0
Intel Xeon L5640,32.0,60.0,239.0
AMD A6-9120C SoC,28.0,6.0,124.0
AMD Opteron 244,130.0,82.0,193.0
Intel Celeron B830,32.0,35.0,131.0
AMD Sempron 3000+,90.0,62.0,103.0
AMD Athlon 64 X2 5000+ EE,90.0,65.0,220.0
Intel Core i9-9980HK,14.0,45.0,149.0
Intel Pentium 4 HT 3.6E,90.0,115.0,109.0
AMD Athlon 64 LE-1640,90.0,45.0,230.0
AMD Athlon 64 3700+,90.0,89.0,199.0
Intel Xeon 7120M,65.0,95.0,435.0
Intel Core i3-4360,22.0,54.0,177.0
AMD Phenom II X3 710,45.0,95.0,258.0
Intel Pentium M 1.30,130.0,24.0,100.0
AMD Ryzen 5 3600X,7.0,95.0,74.0
Intel Pentium 4 HT 520,90.0,84.0,109.0
AMD Athlon II X2 240e,45.0,45.0,117.0
AMD A8-3530MX,32.0,45.0,228.0
Intel Core 2 Quad Q8400,45.0,95.0,82.0
Intel Xeon E5-2680 v2,22.0,115.0,160.0
AMD Athlon 64 3400+,90.0,67.0,84.0
AMD Athlon 64 X2 4800+ EE,90.0,65.0,220.0
AMD Opteron 6380,32.0,115.0,315.0
AMD Athlon II X4 630,45.0,95.0,169.0
AMD Athlon 64 X2 4200+,65.0,65.0,126.0
Intel Mobile Pentium 4 HT 548,90.0,88.0,112.0
Intel Pentium 4 2.4,130.0,110.0,146.0
AMD Athlon II X3 420e,45.0,45.0,169.0
Intel Core i5-750s,45.0,82.0,296.0
AMD Phenom II X4 650T,45.0,95.0,346.0
Intel Core i3-3240T,22.0,35.0,94.0
Intel Pentium 3556U,22.0,15.0,118.0
AMD Athlon X2 4850e,65.0,45.0,126.0
Intel Core i3-2130,32.0,65.0,131.0
Intel Celeron G1820,22.0,54.0,177.0
AMD Opteron 244,130.0,85.0,193.0
Intel Xeon E5-2643 v2,22.0,130.0,160.0
Intel Celeron 2955U,22.0,15.0,118.0
AMD Phenom II X4 905e,45.0,65.0,258.0
Intel Atom Z520,45.0,2.0,26.0
AMD Sempron 2600+,130.0,62.0,80.0
Intel Pentium III 1133,180.0,29.0,80.0
Intel Core i3-2120,32.0,65.0,131.0
Intel Xeon 3.6,90.0,135.0,169.0
Intel Celeron G550,32.0,65.0,131.0
Intel Xeon E7-4809 v3,22.0,115.0,160.0
Intel Xeon E7-4820 v3,22.0,115.0,160.0
Intel Core i7-4710HQ,22.0,47.0,264.0
AMD Sempron 3200+,90.0,62.0,103.0
AMD Athlon II X3 435,45.0,95.0,169.0
Intel Xeon E3-1225 v2,22.0,77.0,160.0
Intel Pentium 4 HT 670,90.0,84.0,109.0
AMD FX-6100,32.0,95.0,315.0
AMD Athlon 64 X2 3600+,90.0,89.0,156.0
AMD Mobile Athlon 64 2700+,130.0,35.0,193.0
Intel Xeon E5-2650L v2,22.0,70.0,160.0
Intel Core i5-661,32.0,87.0,81.0
AMD Athlon 64 3800+,90.0,89.0,83.0
AMD FX-4100,32.0,95.0,315.0
Intel Core i3-8121U,10.0,28.0,123.0
Intel Pentium G6951,32.0,73.0,81.0
AMD Sempron 2300+,130.0,62.0,101.0
AMD FX-6130,32.0,95.0,315.0
AMD Phenom II X4 B93,45.0,95.0,258.0
AMD Opteron 242,130.0,85.0,193.0
AMD Ryzen Threadripper 3980X,7.0,280.0,74.0
Intel Core 2 Duo E4700,65.0,65.0,111.0
Intel Core i3-2332M,32.0,35.0,149.0
Intel Core i7-870,45.0,95.0,296.0
AMD A6-1450,32.0,8.0,246.0
Intel Pentium D 960,65.0,130.0,140.0
AMD Opteron 842,130.0,85.0,193.0
Intel Core Solo T1400,65.0,27.0,90.0
AMD Athlon 64 4000+,90.0,89.0,199.0
AMD A4-3305M,32.0,35.0,228.0
AMD Ryzen 5 2600E,12.0,65.0,192.0
Intel Core i9-9880H,14.0,45.0,149.0
Intel Core i7-4558U,22.0,28.0,118.0
Intel Core i7-3940XM,22.0,55.0,160.0
Intel Xeon W3503,45.0,130.0,263.0
AMD Athlon 64 3000+,90.0,51.0,84.0
Intel Core i9-9900K,14.0,95.0,180.0
Intel Pentium 4 HT EE 3.40,130.0,110.0,237.0
AMD Phenom X3 8450,65.0,95.0,285.0
Intel Core i3-530,32.0,73.0,81.0
AMD Athlon II X4 641,32.0,100.0,228.0
AMD Sempron 3400+,90.0,62.0,84.0
Intel Core i7-4550U,22.0,15.0,118.0
AMD Opteron 144,130.0,82.0,193.0
Intel Core i5-2415M,32.0,35.0,149.0
AMD Mobile Athlon 64 2800+,130.0,82.0,193.0
Intel Pentium III 1333,130.0,30.0,80.0
Intel Xeon W3680,32.0,130.0,239.0
AMD Phenom II X4 960T BE,45.0,95.0,346.0
AMD Ryzen 7 5800H,7.0,54.0,156.0
AMD Athlon 1133,180.0,63.0,120.0
Intel Pentium 4 HT 520,90.0,84.0,109.0
AMD FX-8370,32.0,125.0,315.0
AMD Ryzen 7 3700U,12.0,15.0,210.0
AMD Phenom II X2 545,45.0,80.0,258.0
Intel Core 2 Quad Q6700,65.0,95.0,143.0
Intel Core i7-4870HQ,22.0,47.0,264.0
AMD Athlon 600,180.0,38.0,120.0
AMD Athlon II X2 235e,45.0,45.0,117.0
Intel Pentium M 735,90.0,21.0,84.0
AMD Athlon 64 X2 5800+,65.0,89.0,126.0
Intel Core i5-680,32.0,73.0,81.0
Intel Pentium 4 506,90.0,84.0,109.0
Intel Core 2 Quad Q9650,45.0,95.0,107.0
Intel Core i5-460M,32.0,35.0,81.0
Intel Xeon E3-1260L,32.0,45.0,216.0
Intel Pentium E6700,45.0,65.0,82.0
AMD Athlon 64 X2 4400+,90.0,89.0,220.0
Intel Pentium G645,32.0,65.0,131.0
Intel Core 2 Solo ULV U2200,65.0,5.0,143.0
Intel Core i3-4330,22.0,54.0,177.0
AMD Phenom II 42 TWKR Black Edition,45.0,125.0,258.0
AMD Phenom II X4 925,45.0,95.0,258.0
AMD Ryzen 7 PRO 2700,12.0,65.0,192.0
AMD EPYC 7F32,7.0,180.0,74.0
Intel Core 2 Extreme QX9775,45.0,150.0,107.0
AMD Athlon 64 3500+ (F3),90.0,59.0,1.0
Intel Xeon 7140N,65.0,150.0,435.0
Intel Core 2 Duo E6700,65.0,65.0,143.0
Intel Pentium 4 HT EE 3.20,130.0,110.0,237.0
Intel Pentium E6800,45.0,65.0,82.0
AMD Athlon II X2 265,45.0,65.0,117.0
AMD Phenom X4 9500,65.0,95.0,285.0
AMD Turion 64 MT-28,90.0,22.0,125.0
Intel Xeon W3550,45.0,130.0,263.0
Intel Celeron 725C,32.0,17.0,131.0
AMD EPYC 7251,14.0,120.0,213.0
AMD Ryzen 9 4900HS,7.0,35.0,156.0
AMD A10-4655M,32.0,25.0,246.0
Intel Atom Z510,45.0,2.0,26.0
AMD FX-4130,32.0,125.0,315.0
Intel Xeon E3-1265L v2,22.0,45.0,160.0
Intel Celeron G1820TE,22.0,54.0,177.0
Intel Pentium E5400,45.0,65.0,82.0
AMD Athlon XP 2500+ DTR,130.0,68.0,101.0
AMD A10-5800K,32.0,100.0,246.0
AMD Athlon II X4 631,32.0,100.0,228.0
AMD Athlon 64 X2 3800+,90.0,89.0,156.0
AMD Opteron 848,130.0,89.0,193.0
Intel Core i7-2670QM,32.0,45.0,216.0
AMD Phenom II X6 1035T,45.0,95.0,346.0
AMD Sempron 3400+,90.0,62.0,84.0
AMD Athlon 64 3500+ EE,90.0,35.0,183.0
AMD Ryzen 5 PRO 1600,14.0,65.0,192.0
AMD Athlon 64 3200+,130.0,89.0,144.0
AMD Athlon 64 2800+,130.0,32.0,144.0
AMD Ryzen 7 3800XT,7.0,105.0,74.0
Intel Pentium 957,32.0,17.0,131.0
AMD Turion 64 MT-40,90.0,25.0,125.0
Intel Xeon X5667,32.0,95.0,239.0
Intel Celeron 807,32.0,17.0,131.0
AMD Phenom X4 9950 BE (125W),65.0,125.0,285.0
